SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_NP_DRM_CONTENT_ERROR_ORIGINCHECK,CE-36434-0,0x80F00612,Check that the original application package specified upon creating the patch package is installed on the Development Kit/Testing Kit.
SCE_AUTO_MOUNTER_ERROR_NOMEM,CE-36457-5,0x80F40001,Out of memory
SCE_AUTO_MOUNTER_ERROR_INVAL,CE-36458-6,0x80F40002,Invlid Argument
SCE_AUTO_MOUNTER_ERROR_BUSY,CE-36459-7,0x80F40003,Device or resource busy
SCE_AUTO_MOUNTER_ERROR_NOENT,CE-36460-9,0x80F40004,No such resource
SCE_AUTO_MOUNTER_ERROR_NOTSUP,CE-36461-0,0x80F40005,Operation can't be processed because of wrong condition
SCE_AUTO_MOUNTER_ERROR_IO,CE-36462-1,0x80F40006,I/O error
SCE_AUTO_MOUNTER_ERROR_NODEV,CE-36463-2,0x80F40007,No such device
SCE_AUTO_MOUNTER_ERROR_SRCH,CE-36464-3,0x80F40008,useless operation
SCE_AUTO_MOUNTER_ERROR_STATUS,CE-37850-3,0x80F40009,inappropriate status of module
SCE_AUTO_MOUNTER_ERROR_NXIO,CE-37851-4,0x80F4000A,No such device or address
SCE_AUTO_MOUNTER_ERROR_IO_MNT,CE-37852-5,0x80F4000B,Mounting of device failed according to io error
SCE_AUTO_MOUNTER_ERROR_INVAL_MNT,CE-37853-6,0x80F4000C,Mounting of device failed according to wrong image
SCE_AUTO_MOUNTER_ERROR_LOGIC,CE-37854-7,0x80F4000D,Internal logic error
SCE_AUTO_MOUNTER_ERROR_EXT_USB1,CE-37855-8,0x80F4000E,Dummy error code to display USB1 on error dialog
SCE_AUTO_MOUNTER_ERROR_EXT_USB2,CE-37856-9,0x80F4000F,Dummy error code to display USB2 on error dialog
SCE_AUTO_MOUNTER_ERROR_EXT_USB3,CE-37857-0,0x80F40010,Dummy error code to display USB3 on error dialog
SCE_AUTO_MOUNTER_ERROR_EXT_USB4,CE-37858-1,0x80F40011,Dummy error code to display USB4 on error dialog
SCE_AUTO_MOUNTER_ERROR_EXT_USB7,CE-37859-2,0x80F40012,Dummy error code to display USB7 on error dialog
SCE_AUTO_MOUNTER_ERROR_EXT_USB9,CE-37860-4,0x80F40013,Dummy error code to display USB7 on error dialog
SCE_USB_STORAGE_ERROR_EACCES,CE-37861-5,0x80F40014,Specified directory is not allowed to be a target of Map().
SCE_USB_STORAGE_ERROR_ENFILE,CE-37862-6,0x80F40015,The number of directory which can be Map() at the same time is over limitation.
SCE_AUTO_MOUNTER_ERROR_BADF,CE-41884-5,0x80F40016,FD is invalid.
SCE_AUTO_MOUNTER_ERROR_SMALL_CAPACITY,CE-41885-6,0x80F40017,capacity of device is too small.
SCE_AUTO_MOUNTER_ERROR_LOW_THROUGHPUT,CE-41886-7,0x80F40018,throughput is too low.
SCE_AUTO_MOUNTER_ERROR_MOUNT_POINT_BUSY,CE-41887-8,0x80F40019,device is already mounted.
SCE_AUTO_MOUNTER_ERROR_INVALID_FORMAT_NG_ENCRYPT,CE-41888-9,0x80F4001A,device has no valid file system format and does not have enough capability for encryption.
SCE_AUTO_MOUNTER_ERROR_INVALID_FORMAT_NO_ENCRYPT,CE-41889-0,0x80F4001B,device has no valid file system format and is not encrypted yet.
SCE_AUTO_MOUNTER_ERROR_INVALID_FORMAT,CE-41890-2,0x80F4001C,device has no valid file system format.
SCE_AUTO_MOUNTER_ERROR_ILLEGALLY_EJECTED,CE-41891-3,0x80F4001D,device has been disconnected without appropreate procedure.
SCE_AUTO_MOUNTER_ERROR_NEWER_HDD_FORMAT_VERSION,CE-41892-4,0x80F4001E,device has wrong hdd format version.
SCE_AUTO_MOUNTER_ERROR_EXT_USB10,CE-41893-5,0x80F4001F,Dummy error code to display USB10 on error dialog
SCE_AUTO_MOUNTER_ERROR_MOUNT_EINVAL,CE-41894-6,0x80F40020,SCE_KERNEL_ERROR_EINVAL error occurred in mount operation.
SCE_AUTO_MOUNTER_ERROR_MOUNT_EIO,CE-41895-7,0x80F40021,SCE_KERNEL_ERROR_EIO error occurred in mount operation.
SCE_AUTO_MOUNTER_ERROR_MOUNT_ENXIO,CE-41896-8,0x80F40022,SCE_KERNEL_ERROR_ENXIO error occurred in mount operation.
SCE_AUTO_MOUNTER_ERROR_MOUNT_EAUTH,CE-41897-9,0x80F40023,SCE_KERNEL_ERROR_EAUTH error occurred in mount operation.
SCE_AUTO_MOUNTER_ERROR_NO_DISC,CE-41898-0,0x80F40024,AutoMounter tried mount but there is no disc.
SCE_AUTO_MOUNTER_ERROR_NG_ENCRYPT_INTERMEDIATE_HUB,CE-41899-1,0x80F40025,device is connected via hub and coundn't be mounted.
SCE_AUTO_MOUNTER_ERROR_PROTECTED,CE-41900-4,0x80F40026,device is write protected.
SCE_AUTO_MOUNTER_ERROR_NG_ENCRYPT_CAPACITY_OUT_OF_RANGE,CE-41901-5,0x80F40027,capacity of the device is out of range.
SCE_AUTO_MOUNTER_ERROR_NG_ENCRYPT_NOT_USB30,CE-41902-6,0x80F40028,device is not usb3.0.
SCE_AUTO_MOUNTER_ERROR_INVALID_FORMAT_NG_ENCRYPT2,CE-41903-7,0x80F40029,ENCRYPT error( for telemetry )
SCE_AUDIODEC_CPU_ERROR_DDP_FAIL,CE-36471-1,0x80F70500,Specified internal error in Dolby Digital(TM) Plus
SCE_AUDIODEC_CPU_ERROR_DDP_ARG,CE-36472-2,0x80F70501,Specified argument error in Dolby Digital(TM) Plus
SCE_AUDIODEC_CPU_ERROR_DDP_MEM_FAIL,CE-36473-3,0x80F70502,Specified memory size error in Dolby Digital(TM) Plus
SCE_AUDIODEC_CPU_ERROR_DDP_CREATE_DEC_FAIL,CE-36474-4,0x80F70503,Specified internal error of creating deocder in Dolby Digital(TM) Plus
SCE_AUDIODEC_CPU_ERROR_DDP_DECODE_FAIL,CE-36475-5,0x80F70504,Specified decoding error in Dolby Digital(TM) Plus
SCE_AUDIODEC_CPU_ERROR_DDP_CLEAR_CONTEXT_FAIL,CE-36476-6,0x80F70505,Specified clear context error in Dolby Digital(TM) Plus
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_CHANNELS,CE-38765-9,0x80F70C00,Specified invalid number of channels of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_SAMPLING_FREQ,CE-38766-0,0x80F70C01,Specified invalid output sampling frequency of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_VERSION,CE-38767-1,0x80F70C02,Specified invalid version of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_ID,CE-38768-2,0x80F70C03,Specified invalid identification ID of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_DATA_SIZE,CE-38769-3,0x80F70C04,Specified invalid data size of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_DATA_NAME,CE-38770-5,0x80F70C05,Specified invalid data name of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_OUTPUT_FORMAT,CE-38771-6,0x80F70C06,Specified invalid output format of HE-VAG
SCE_AUDIODEC_CPU_ERROR_HEVAG_NOT_FOUND_HEADER,CE-38772-7,0x80F70C07,Not found HE-VAG header
SCE_AUDIODEC_CPU_ERROR_HEVAG_INVALID_LOOP_FLAG,CE-38773-8,0x80F70C08,Detected invalid loop flag of HE-VAG
SCE_SPEECH_RECOGNITION_ERROR_CREATE_FAIL,CE-34101-9,0x80F90001,Speech Recognition object creation failed.
SCE_SPEECH_RECOGNITION_ERROR_INVALID_OPTION,CE-34102-0,0x80F90002,Invalid tuning options.
SCE_SPEECH_RECOGNITION_ERROR_MEMORY_FAIL,CE-34103-1,0x80F90003,Memory operation failed.
SCE_SPEECH_RECOGNITION_ERROR_MEMORY_LEAK,CE-34104-2,0x80F90004,Memory leak detected.
SCE_SPEECH_RECOGNITION_ERROR_SAVE_CPR_FAIL,CE-34105-3,0x80F90005,Save compact CPR failed.
SCE_SPEECH_RECOGNITION_ERROR_COMPILE_FAIL,CE-34106-4,0x80F90006,Create compress CPR failed.
SCE_SPEECH_RECOGNITION_ERROR_GRAMMAR_FAIL,CE-34107-5,0x80F90007,Create GnD failed.
SCE_SPEECH_RECOGNITION_ERROR_START_FAIL,CE-34108-6,0x80F90008,sceSpeechRecognitionStart() failed.
SCE_SPEECH_RECOGNITION_ERROR_INVALID_ARGUMENT,CE-34109-7,0x80F90009,Invalid argument.
SCE_SPEECH_RECOGNITION_ERROR_RESOURCE_INSUFFICIENT,CE-34110-9,0x80F9000A,Insufficient resources.
SCE_SPEECH_RECOGNITION_ERROR_NOT_INITIALIZED,CE-34111-0,0x80F9000B,Speech recognition library has not been initialized.
SCE_SPEECH_RECOGNITION_ERROR_ALREADY_INITIALIZED,CE-34112-1,0x80F9000C,Speech recognition library has been initialized.
SCE_SPEECH_RECOGNITION_ERROR_INVALID_RESULT,CE-34113-2,0x80F9000D,The result is invalid.
SCE_SPEECH_RECOGNITION_ERROR_INVALID_OBJECT_POINTER,CE-34712-7,0x80F9000E,Invalid speech recognizer pointer.
SCE_SPEECH_RECOGNITION_ERROR_INVALID_ERROR_MESSAGE,CE-36477-7,0x80F9000F,Invalid speech recognition error message.
SCE_SPEECH_RECOGNITION_ERROR_API_CONFLICT,CE-36478-8,0x80F90010,A conflict in Speech Recognition Library API calls was encountered.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL,CE-41532-5,0x80F98000,Generic G2P error occurred.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_MEMORY,CE-41533-6,0x80F98001,Memory operation in G2P failed.
SCE_SPEECH_RECOGNITION_ERROR_G2P_NOT_INITIALIZED,CE-41534-7,0x80F98003,G2P has not been initialized.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_CREATE,CE-41535-8,0x80F98004,Failed to create G2P object.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_LOAD_INFO,CE-41536-9,0x80F98005,Failed to load G2P info.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_BAD_INFO,CE-41537-0,0x80F98008,Invalid G2P info.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_LANGUAGE,CE-41538-1,0x80F98009,Invalid G2P language.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_WORD_LENGTH,CE-41539-2,0x80F9800D,Invalid word length.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_ENCODING,CE-41540-4,0x80F9800E,Invalid text encoding.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_FOUND_SPECIAL_CHAR,CE-41541-5,0x80F9800F,Invalid character was found.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_FIND_DIGITS,CE-41542-6,0x80F98010,Invalid digits.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_ACRONYM,CE-41543-7,0x80F98011,Invalid acronym.
SCE_SPEECH_RECOGNITION_ERROR_G2P_FAIL_PRONUNCIATION_BUILDING,CE-41544-8,0x80F98017,Error in pronunciation building.
SCE_SPEECH_RECOGNITION_ERROR_GRAMMAR_EDIT_FAIL,CE-41545-9,0x80F9A001,Grammar editing error occurred.
SCE_REMOTEPLAY_ERROR_INVALID_ARGS,CE-34127-7,0x80FC0001,invalid argument
SCE_REMOTEPLAY_ERROR_OUT_OF_MEMORY,CE-34128-8,0x80FC0002,memory allocation error
SCE_REMOTEPLAY_ERROR_ALREADY_INITIALIZED,CE-35387-6,0x80FC0003,this library is already initialized
SCE_REMOTEPLAY_ERROR_NOT_INITIALIZED,CE-35388-7,0x80FC0004,this library isn't initialized
SCE_REMOTEPLAY_ERROR_FATAL,CE-37869-3,0x80FC0005,fatal error
SCE_SCREAM_SND_LOAD_ERROR_COULDNT_OPEN_FILE,CE-34149-1,0x81000000,A file could not be opened
SCE_SCREAM_SND_LOAD_ERROR_READING_FILE,CE-34150-3,0x81000001,A problem occurred reading a file
SCE_SCREAM_SND_LOAD_ERROR_MEMORY,CE-34151-4,0x81000002,Memory could not be allocated to load a file
SCE_SCREAM_SND_LOAD_ERROR_ALIGNMENT,CE-34152-5,0x81000003,A Bank is not aligned on a 16-byte boundary
SCE_SCREAM_SND_LOAD_ERROR_INVALID_FORMAT,CE-34153-6,0x81000004,A file has an invalid format
SCE_SCREAM_SND_LOAD_ERROR_ALREADY_LOADED,CE-34154-7,0x81000005,A Bank at the specified memory address is already loaded
SCE_SCREAM_SS_ERROR_SYSTEM_ALREADY_STARTED,CE-34155-8,0x81000101,Scream is already initialized or that initialization failed
SCE_SCREAM_SS_ERROR_SYSTEM_NOT_STARTED,CE-34156-9,0x81000102,Scream is not currently running
SCE_SCREAM_SS_ERROR_SYNTH_INIT_FAILED,CE-34157-0,0x81000103,Underlying synthesizer failed to initialize
SCE_SCREAM_SS_ERROR_INVALID_PARAMETER,CE-34158-1,0x81000104,Invalid parameter detected
SCE_SCREAM_SS_ERROR_UNSUPPORTED,CE-38783-9,0x81000105,The requested operation is not supported
SCE_SCREAM_SND_STREAM_INIT_ERROR_UNKNOWN,CE-34159-2,0x81000200,Unknown system error
SCE_SCREAM_SND_STREAM_INIT_ERROR_MEMORY,CE-34160-4,0x81000201,Unable to allocate memory
SCE_SCREAM_SND_STREAM_INIT_ERROR_THREADS,CE-34161-5,0x81000202,Unable to create a thread
SCE_SCREAM_SND_STREAM_INIT_ERROR_ALREADY_INITED,CE-34162-6,0x81000203,Sndstream has already been initialized
SCE_SCREAM_SND_STREAM_INIT_ERROR_INVALID_ARGS,CE-34163-7,0x81000204,Some specified parameter(s) are out of range
SCE_SCREAM_SND_STREAM_ERROR_UNKNOWN,CE-34164-8,0x81000301,An unknown error occurred
SCE_SCREAM_SND_STREAM_ERROR_NOT_INITED,CE-34165-9,0x81000302,Sndstream has not been initialized
SCE_SCREAM_SND_STREAM_ERROR_NOT_FOUND,CE-34166-0,0x81000303,A specified file was not found
SCE_SCREAM_SND_STREAM_ERROR_CORRUPT,CE-34167-1,0x81000304,A specified file was found but contained invalid data
SCE_SCREAM_SND_STREAM_ERROR_UNSUPPORTED,CE-34168-2,0x81000305,A specified file type is not supported
SCE_SCREAM_SND_STREAM_ERROR_UNREADABLE,CE-34169-3,0x81000306,Sndstream failed to seek in or read from file
SCE_SCREAM_SND_STREAM_ERROR_INTERNAL,CE-34170-5,0x81000307,An unexpected internal error
SCE_SCREAM_SND_STREAM_ERROR_UNRECOGNIZED,CE-34171-6,0x81000308,The specified reference is not recognized
SCE_SCREAM_SND_STREAM_ERROR_OUT_OF_RANGE,CE-34172-7,0x81000309,A parameter index is out of range
SCE_SCREAM_SND_STREAM_ERROR_NULL_POINTER,CE-34173-8,0x8100030A,A specified address was NULL
SCE_SCREAM_SND_STREAM_ERROR_VERSION_MISMATCH,CE-34174-9,0x8100030B,The version of a specified data structure is not supported
SCE_SCREAM_SND_STREAM_ERROR_ENDIANNESS,CE-34175-0,0x8100030C,Data with incorrect endianness was used
SCE_SCREAM_SND_STREAM_ERROR_VOICE_UNAVAILABLE,CE-34176-1,0x8100030D,A voice could not be allocated for this data
SCE_SCREAM_SND_STREAM_ERROR_ALLOCATION,CE-34177-2,0x8100030E,A resource could not be allocated
SCE_SCREAM_SND_STREAM_ERROR_NOT_ACTIVE,CE-34178-3,0x8100030F,The handle or other object is no longer active
SCE_SCREAM_SND_STREAM_ERROR_NOT_BIG_ENOUGH,CE-34179-4,0x81000310,A buffer or other resource is not big enough
SCE_SCREAM_SND_STREAM_CLOSE_ERROR_NOT_INITED,CE-34180-6,0x81000400,Sndstream has not been initialized
SCE_SCREAM_SCREAMSERVER_ERROR_INIT_FAILURE,CE-34181-7,0x81000501,Server failed to initialize
SCE_SCREAM_SCREAMSERVER_ERROR_INVALID_BANK,CE-34182-8,0x81000502,Invalid Bank pointer error
SCE_SCREAM_SCREAMSERVER_ERROR_NOT_INITIALIZED,CE-34183-9,0x81000503,Operation requested before server initialization
SCE_SCREAM_SND_STREAM_FILE_ERROR_PASS,CE-34184-0,0x81000600,The file I/O system passed on (omitted) a read request
SCE_SCREAM_SND_STREAM_FILE_ERROR_UNKNOWN,CE-34185-1,0x81000601,An error of unknown origin occurred
SCE_SCREAM_SND_STREAM_FILE_ERROR_OPEN,CE-34186-2,0x81000602,A file open error occurred
SCE_SCREAM_SND_STREAM_FILE_ERROR_SEEK,CE-34187-3,0x81000603,A file seek error occurred
SCE_SCREAM_SND_STREAM_FILE_ERROR_READ,CE-34188-4,0x81000604,A file read error occurred
SCE_SCREAM_SND_STREAM_FILE_ERROR_CLOSE,CE-34189-5,0x81000605,A file close error occurred
SCE_INVITATION_DIALOG_ERROR_BLOCKED_ALL_PLAYERS,CE-36503-7,0x810A0001,If all of recipients are blocked players
SCE_GAME_CUSTOM_DATA_DIALOG_ERROR_BLOCKED_ALL_PLAYERS,CE-36504-8,0x810B0001,If all of recipients are blocked players
SCE_SHARE_PLAY_ERROR_INVALID_ARGS,CE-37901-0,0x810E0001,invalid argument
SCE_SHARE_PLAY_ERROR_OUT_OF_MEMORY,CE-37902-1,0x810E0002,memory allocation error
SCE_SHARE_PLAY_ERROR_ALREADY_INITIALIZED,CE-37903-2,0x810E0003,this library is already initialized
SCE_SHARE_PLAY_ERROR_NOT_INITIALIZED,CE-37904-3,0x810E0004,this library isn't initialized
SCE_SHARE_PLAY_ERROR_FATAL,CE-37905-4,0x810E0005,fatal error
SCE_DISC_MAP_ERROR_INVALID_ARGUMENT,CE-34772-3,0x81100001,Invalid argument
SCE_DISC_MAP_ERROR_LOCATION_NOT_MAPPED,CE-34773-4,0x81100002,The path is not in a mapped location
SCE_DISC_MAP_ERROR_FILE_NOT_FOUND,CE-34774-5,0x81100003,File not found
SCE_DISC_MAP_ERROR_NO_BITMAP_INFO,CE-35456-3,0x81100004,There is no bitmap information
SCE_DISC_MAP_ERROR_FATAL,CE-34775-6,0x811000FF,Fatal error
SCE_HMD_ERROR_ALREADY_INITIALIZED,CE-37941-4,0x81110001,This library is already initialized.
SCE_HMD_ERROR_NOT_INITIALIZED,CE-37942-5,0x81110002,This library is not yet initialized.
SCE_HMD_ERROR_HANDLE_INVALID,CE-37943-6,0x81110003,This hnadle is invalid.
SCE_HMD_ERROR_DEVICE_DISCONNECTED,CE-37944-7,0x81110004,This device is disconnected.
SCE_HMD_ERROR_WRONG_ID,CE-37945-8,0x81110005,ID value is not correct
SCE_HMD_ERROR_ALREADY_OPENED,CE-37946-9,0x81110006,This device is already opened.
SCE_HMD_ERROR_INSUFFICIENT_RESOURCE,CE-37947-0,0x81110007,resource is not sufficient to use
SCE_HMD_ERROR_PARAMETER_NULL,CE-37948-1,0x81110008,any parameter is null.
SCE_HMD_ERROR_PARAMETER_INVALID,CE-37949-2,0x81110009,any parameter is invalid.
SCE_HMD_ERROR_NO_2D_DISTORTION_MAP_MEMORY,CE-37950-4,0x8111000A,no 2D distortion map memory.
SCE_HMD_ERROR_2D_DISTORTION_MAP_INITIALIZATION_ERROR,CE-37951-5,0x8111000B,can't initialize 2D distortion map.
SCE_HMD_ERROR_REPROJECTION_NOT_INITIALIZED,CE-37952-6,0x8111000C,reprojection is not ready.
SCE_HMD_ERROR_REPROJECTION_ALREADY_INITIALIZED,CE-37953-7,0x8111000D,reprojection is already initialized.
SCE_HMD_ERROR_REPROJECTION_HMD_NOT_READY,CE-37954-8,0x8111000E,HMD device status is not ready.
SCE_HMD_ERROR_REPROJECTION_NO_DISPLAY_BUFFER,CE-37955-9,0x8111000F,Display buffers are not set.
SCE_HMD_ERROR_REPROJECTION_WRONG_DISPLAY_BUFFER,CE-37956-0,0x81110010,Wrong attribute of the display buffers.
SCE_HMD_ERROR_REPROJECTION_DISPLAY_BUFFER_BUSY,CE-37957-1,0x81110011,Specified display buffer is in use for video output
SCE_HMD_ERROR_REPROJECTION_RESOURCE_ALREADY_SET,CE-37958-2,0x81110012,The resource has already been set
SCE_HMD_ERROR_REPROJECTION_RESOURCE_NOT_SET,CE-37959-3,0x81110013,The resource is not set
SCE_HMD_ERROR_REPROJECTION_THREAD_NOT_WORKING,CE-38819-9,0x81110014,The thread is not working
SCE_HMD_ERROR_REPROJECTION_NEVER_PROCESSED,CE-40989-0,0x81110015,Reprojection process has never been done.
SCE_HMD_ERROR_UNSUPPORTED_FEATURE,CE-40990-2,0x81110016,The feature is unsupported
SCE_ZLIB_ERROR_NOT_FOUND,CE-34776-7,0x81120002,Resource not found
SCE_ZLIB_ERROR_AGAIN,CE-34777-8,0x8112000B,Try again
SCE_ZLIB_ERROR_FAULT,CE-34778-9,0x8112000E,Bad address
SCE_ZLIB_ERROR_INVALID,CE-34779-0,0x81120016,Invalid argument
SCE_ZLIB_ERROR_NOSPACE,CE-38820-1,0x8112001C,No space left
SCE_ZLIB_ERROR_NOT_SUPPORTED,CE-41001-6,0x81120025,Not supported format
SCE_ZLIB_ERROR_TIMEDOUT,CE-34780-2,0x81120027,Operation results timed out
SCE_ZLIB_ERROR_NOT_INITIALIZED,CE-34781-3,0x81120032,Not initialized
SCE_ZLIB_ERROR_ALREADY_INITIALIZED,CE-34782-4,0x81120033,Library has been initialized
SCE_ZLIB_ERROR_FATAL,CE-34783-5,0x811200FF,Fatal error
SCE_DBG_ERROR_INVALID_ARG,CE-35602-6,0x81150001,invalid argument
SCE_DBG_ERROR_UNKNOWN,CE-35603-7,0x81150002,"An unknown, platform-specific error occurred"
SCE_DBG_ERROR_BUFFER_FULL,CE-35604-8,0x81150003,The message was truncated
SCE_SHARE_UTILITY_ERROR_UNKNOWN,CE-35689-1,0x81170001,Internal error
SCE_SHARE_UTILITY_ERROR_NOMEM,CE-35690-3,0x81170002,Insufficient memory
SCE_SHARE_UTILITY_ERROR_INVALID_ARGUMENT,CE-35691-4,0x81170003,Invalid argument
SCE_SHARE_UTILITY_ERROR_LARGE_SIZE,CE-36514-9,0x81170004,too large
SCE_SHARE_UTILITY_ERROR_CREATE_RESOURCE,CE-36515-0,0x81170005,failed to create resource
SCE_SHARE_UTILITY_ERROR_DESTROY_RESOURCE,CE-36516-1,0x81170006,failed to destroy resource
SCE_SHARE_UTILITY_ERROR_INITIALIZE_RESOURCE,CE-36517-2,0x81170007,failed to initialize resource
SCE_SHARE_UTILITY_ERROR_START_RESOURCE,CE-36518-3,0x81170008,failed to start resource
SCE_SHARE_UTILITY_ERROR_END_RESOURCE,CE-36519-4,0x81170009,failed to end resource
SCE_SHARE_UTILITY_ERROR_RESOURCE,CE-36520-6,0x8117000A,other error about resource
SCE_SHARE_UTILITY_ERROR_EXECUTE_FUNCTION,CE-36521-7,0x8117000B,failed to execute share utility function
SCE_SHARE_UTILITY_ERROR_BUSY,CE-36522-8,0x8117000C,busy
SCE_SHARE_UTILITY_ERROR_PARSE_JSON,CE-36523-9,0x8117000D,failed to parse Json
SCE_SHARE_UTILITY_ERROR_ILLEGAL_CHARACTER,CE-38822-3,0x8117000E,illegal character was included in Json
SCE_SHARE_UTILITY_ERROR_NETWORK,CE-41573-0,0x8117000F,network error
SCE_SHARE_UTILITY_ERROR_NOT_SUPPORTED_VERSION,CE-41574-1,0x81170010,not supported version
SCE_SHARE_UTILITY_ERROR_REQUIRED_PARAM_NOT_FOUND,CE-41575-2,0x81170011,required parameter not found
SCE_SHARE_UTILITY_ERROR_ALREADY_INITILIZED,CE-36524-0,0x81170101,already initialized
SCE_SHARE_UTILITY_ERROR_ALREADY_INITIALIZED,CE-36524-0,0x81170101,already initialized
SCE_SHARE_UTILITY_ERROR_NOT_INITILIZED,CE-36525-1,0x81170102,do not initialized yet
SCE_SHARE_UTILITY_ERROR_NOT_INITIALIZED,CE-36525-1,0x81170102,do not initialized yet
SCE_SHARE_UTILITY_ERROR_TOO_MANY_APPLICATION,CE-36526-2,0x81170103,many application is using share utility
SCE_SHARE_UTILITY_ERROR_GET_APP_INFORMATION,CE-36527-3,0x81170104,failed to get information about application
SCE_SHARE_UTILITY_ERROR_NOT_FLAG_IN_PARAM_SFO,CE-36528-4,0x81170105,no requisite flag in param.sfo
SCE_SHARE_UTILITY_ERROR_GET_USER_ID_INFORMATION,CE-38823-4,0x81170106,failed to get information about user id
SCE_SHARE_UTILITY_ERROR_NOT_OPEN,CE-36529-5,0x81170201,can not open share menu
SCE_SHARE_UTILITY_ERROR_NOT_OPEN_INVALID_FUNCTION_FLAG,CE-36530-7,0x81170202,can not open share menu because functionFlag is invalid
SCE_SHARE_UTILITY_ERROR_INVALID_CHARACTER,CE-41576-3,0x81171001,invalid character
SCE_SHARE_UTILITY_ERROR_INVALID_FORMAT,CE-41577-4,0x81171002,invalid format
SCE_SHARE_UTILITY_ERROR_INVALID_JSON_VALUE,CE-41578-5,0x81171003,invalid json value
SCE_COREDUMP_ERROR_PARAM,CE-35703-8,0x81180000,Error in the parameters
SCE_COREDUMP_ERROR_NOT_REGISTERED,CE-35704-9,0x81180001,A core dump handler is not registered
SCE_COREDUMP_ERROR_ALREADY_REGISTERED,CE-35705-0,0x81180002,A core dump handler is already registered
SCE_COREDUMP_ERROR_NOT_IN_COREDUMP_HANDLER,CE-35706-1,0x81180003,Function was called from outside of the core dump handler
SCE_COREDUMP_ERROR_THREAD_CREATE,CE-37961-6,0x81180004,Failed to create coredump handler thread
SCE_COREDUMP_ERROR_STOP_INFO_UNAVAILABLE,CE-37962-7,0x81180005,Stop reason information is not available
SCE_RT_SECOND_SCREEN_ERROR_NOT_INITIALIZED,CE-37963-8,0x81190001,An error occurred because the RtSecondScreen library has not been initialized.
SCE_RT_SECOND_SCREEN_ERROR_ALREADY_INITIALIZED,CE-37964-9,0x81190002,An error occurred because the RtSecondScreen library has already been initialized.
SCE_RT_SECOND_SCREEN_ERROR_INVALID_ARGUMENT,CE-37965-0,0x81190003,An error occurred because a supplied argument was not valid.
SCE_RT_SECOND_SCREEN_ERROR_INVALID_CLIENT_HANDLE,CE-37966-1,0x81190004,An error occurred because the supplied companion device handle was not valid.
SCE_RT_SECOND_SCREEN_ERROR_OUT_OF_MEMORY,CE-37967-2,0x81190005,An error occurred because the internal memory allocator has run out of memory.
SCE_RT_SECOND_SCREEN_ERROR_NOT_SUPPORTED,CE-37968-3,0x81190006,An error occurred because the operation attempted is not currently supported.
SCE_RT_SECOND_SCREEN_ERROR_CANNOT_MAP_COMPUTE_QUEUE,CE-37969-4,0x81190007,An error occurred because the selected compute queue could not be mapped.
SCE_RT_SECOND_SCREEN_ERROR_CANNOT_ACQUIRE_VIDEO_FRAME,CE-37970-6,0x81190008,An error occurred because the video encoder could not acquire a frame buffer.
SCE_RT_SECOND_SCREEN_ERROR_CANNOT_RELEASE_VIDEO_FRAME,CE-37971-7,0x81190009,An error occurred because the video encoder could not release a frame buffer.
SCE_RT_SECOND_SCREEN_ERROR_CANNOT_ACQUIRE_AUDIO_FRAME,CE-37972-8,0x8119000A,An error occurred because the audio encoder could not acquire a frame buffer.
SCE_RT_SECOND_SCREEN_ERROR_CANNOT_RELEASE_AUDIO_FRAME,CE-37973-9,0x8119000B,An error occurred because the audio encoder could not release a frame buffer.
SCE_RT_SECOND_SCREEN_ERROR_CANNOT_SUBMIT_COMPUTE_JOB,CE-37974-0,0x8119000C,An error occurred because the submission of an asynchronous compute job failed.
SCE_RT_SECOND_SCREEN_ERROR_PCMDATA_SIZE_MISMATCH,CE-37975-1,0x8119000D,An error occurred because the size of the PCM buffer provided by the application does not match with the audio settings.
SCE_RT_SECOND_SCREEN_ERROR_NETWORK_COMM_FAILURE,CE-37976-2,0x8119000E,An error occurred because a corrupted/unexpected network packet has been received.
SCE_RT_SECOND_SCREEN_ERROR_CLIENT_INFO_NOT_AVAILABLE,CE-37977-3,0x8119000F,An error occurred because the remote companion device information is not currently available.
